Market Cap,Change,Market Cap Numeric,PE ratio,Percent Change,Price
709.361B,-1.38,709361000000,,-0.427721299,321.26
483.304B,-0.25,483304000000,30.81,-0.108220423,230.76
392.325B,-2.16,392325000000,9.9,-1.587651599,133.89
359.338B,-3.18,359338000000,37.85,-0.829442604,380.21
326.427B,-0.08,326427000000,1.82,-0.324543611,24.57
328.207B,-0.09,328207000000,1.86,-0.358422939,25.02
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.526B,-0.33,215526000000,8.1,-1.204819277,27.06
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.022B,0.51,186022000000,5.22,2.062272543,25.24
182.577B,0.01,182577000000,4.63,0.044742729,22.36
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.092B,0.02,151092000000,6.79,0.053404539,37.47
139.17B,-0.35,139170000000,14.3,-0.423574973,82.28
141.079B,-0.97,141079000000,10.86,-2.531315240,37.35
133.217B,-0.54,133217000000,12.2,-0.561213885,95.68
126.149B,0.65,126149000000,26.17,0.968270520,67.78
483.44B,-0.18,483440000000,30.82,-0.077922078,230.82
392.56B,-2.14,392560000000,9.9,-1.572951121,133.91
359.499B,-3.18,359499000000,37.87,-0.829442604,380.21
326.427B,-0.08,326427000000,1.82,-0.324543611,24.57
328.076B,-0.1,328076000000,1.86,-0.398247710,25.01
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.605B,-0.33,215605000000,8.1,-1.204819277,27.06
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.022B,0.51,186022000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.092B,0.02,151092000000,6.79,0.053404539,37.47
139.221B,-0.33,139221000000,14.31,-0.399370689,82.3
141.116B,-0.97,141116000000,10.86,-2.529994784,37.37
133.217B,-0.54,133217000000,12.2,-0.561213885,95.68
126.149B,0.65,126149000000,26.17,0.968270520,67.78
123.026B,0.09,123026000000,3.57,0.524475524,17.25
392.53B,-2.15,392530000000,9.9,-1.580301360,133.9
359.499B,-3.18,359499000000,37.87,-0.829442604,380.21
326.427B,-0.08,326427000000,1.82,-0.324543611,24.57
328.076B,-0.1,328076000000,1.86,-0.398247710,25.01
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.644B,-0.33,215644000000,8.1,-1.204819277,27.06
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.022B,0.51,186022000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.092B,0.02,151092000000,6.79,0.053404539,37.47
139.229B,-0.35,139229000000,14.31,-0.423574973,82.28
141.154B,-0.98,141154000000,10.86,-2.556744065,37.35
133.442B,-0.38,133442000000,12.22,-0.394928289,95.84
126.149B,0.66,126149000000,26.17,0.983166989,67.79
123.026B,0.09,123026000000,3.57,0.524475524,17.25
106.714B,-1.74,106714000000,11.43,-0.542529309,318.98
359.463B,-3.03,359463000000,37.87,-0.790317953,380.36
326.693B,-0.06,326693000000,1.82,-0.243407708,24.59
328.207B,-0.09,328207000000,1.86,-0.358422939,25.02
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.609B,-0.31,215609000000,8.1,-1.131799927,27.08
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.022B,0.51,186022000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.092B,0.05,151092000000,6.79,0.133511348,37.5
139.221B,-0.33,139221000000,14.31,-0.399370689,82.3
141.116B,-0.93,141116000000,10.86,-2.426297939,37.4
133.442B,-0.38,133442000000,12.22,-0.394928289,95.84
126.158B,0.67,126158000000,26.17,0.998063459,67.8
123.026B,0.09,123026000000,3.57,0.524475524,17.25
106.774B,-1.73,106774000000,11.43,-0.539411325,318.99
114.939B,-2,114939000000,43.75,-0.555108385,358.29
326.693B,-0.06,326693000000,1.82,-0.243407708,24.59
328.207B,-0.09,328207000000,1.86,-0.358422939,25.02
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.799B,-0.31,215799000000,8.11,-1.131799927,27.08
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.022B,0.51,186022000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.193B,0.06,151193000000,6.79,0.160213618,37.51
139.263B,-0.31,139263000000,14.31,-0.375166404,82.32
141.286B,-0.91,141286000000,10.87,-2.374119489,37.42
133.442B,-0.35,133442000000,12.22,-0.363749740,95.87
126.186B,0.67,126186000000,26.18,0.998063459,67.8
123.026B,0.09,123026000000,3.57,0.524475524,17.25
106.777B,-1.6,106777000000,11.43,-0.498877526,319.12
114.939B,-2.08,114939000000,43.75,-0.577312720,358.21
88.976B,-0.63,88976000000,6.28,-1.368672605,45.4
327.945B,-0.11,327945000000,1.85,-0.438072481,25
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.844B,-0.31,215844000000,8.11,-1.131799927,27.08
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.022B,0.51,186022000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.289B,-0.32,139289000000,14.32,-0.387268547,82.31
141.362B,-0.91,141362000000,10.88,-2.374119489,37.42
133.484B,-0.35,133484000000,12.23,-0.363749740,95.87
126.186B,0.67,126186000000,26.18,0.998063459,67.8
123.026B,0.09,123026000000,3.57,0.524475524,17.25
106.821B,-1.6,106821000000,11.44,-0.498877526,319.12
114.923B,-2.17,114923000000,43.74,-0.602292598,358.12
89.006B,-0.63,89006000000,6.28,-1.368672605,45.4
110.512B,-0.02,110512000000,15.63,-0.013514427,147.97
244.596B,-0.04,244596000000,6.94,-0.163800164,24.38
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.779B,-0.31,215779000000,8.11,-1.131799927,27.08
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.28B,-0.33,139280000000,14.31,-0.399370689,82.3
141.362B,-0.92,141362000000,10.88,-2.399582681,37.42
133.484B,-0.35,133484000000,12.23,-0.363749740,95.87
126.186B,0.67,126186000000,26.18,0.998063459,67.8
123.026B,0.09,123026000000,3.57,0.524475524,17.25
106.821B,-1.6,106821000000,11.44,-0.498877526,319.12
114.885B,-2.17,114885000000,43.73,-0.602292598,358.12
89.025B,-0.63,89025000000,6.28,-1.368672605,45.4
110.49B,-0.02,110490000000,15.63,-0.013514427,147.97
111.861B,-0.27,111861000000,9.89,-0.443422565,60.62
0,0.79,0,325.77,0.069057755,1144.76
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.758B,-0.31,215758000000,8.11,-1.131799927,27.08
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.183B,-0.04,245183000000,6.98,-0.162800163,24.53
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.03,182822000000,4.63,0.134228188,22.38
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.263B,-0.33,139263000000,14.31,-0.399370689,82.3
141.343B,-0.93,141343000000,10.88,-2.426297939,37.4
133.484B,-0.35,133484000000,12.23,-0.363749740,95.87
126.186B,0.67,126186000000,26.18,0.998063459,67.8
123.026B,0.03,123026000000,3.57,0.174825175,17.19
106.821B,-1.69,106821000000,11.44,-0.526939386,319.03
114.856B,-2.26,114856000000,43.72,-0.627272475,358.03
89.016B,-0.65,89016000000,6.28,-1.412122529,45.38
110.445B,-0.12,110445000000,15.62,-0.081081081,147.88
111.861B,-0.27,111861000000,9.89,-0.443422565,60.62
98.916B,-0.26,98916000000,101.24,-0.312237300,83.01
270.35B,-0.03,270350000000,5.7,-0.149625935,20.02
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.725B,-0.32,215725000000,8.1,-1.168309602,27.07
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.229B,-0.36,139229000000,14.31,-0.435677115,82.27
141.305B,-0.93,141305000000,10.87,-2.426297939,37.4
133.484B,-0.35,133484000000,12.23,-0.363749740,95.87
126.186B,0.67,126186000000,26.18,0.998063459,67.8
122.598B,0.03,122598000000,3.56,0.174825175,17.19
106.791B,-1.69,106791000000,11.43,-0.526939386,319.03
114.856B,-2.26,114856000000,43.72,-0.627272475,358.03
88.996B,-0.65,88996000000,6.28,-1.412122529,45.38
110.419B,-0.12,110419000000,15.62,-0.081081081,147.88
111.861B,-0.27,111861000000,9.89,-0.443422565,60.62
98.91B,-0.3,98910000000,101.24,-0.360230548,82.98
98.457B,8.49,98457000000,20.36,1.322388711,650.51
269.812B,0.05,269812000000,5.66,0.251889169,19.9
215.679B,-0.33,215679000000,8.1,-1.204819277,27.06
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.039B,1.45,201039000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.212B,-0.33,139212000000,14.31,-0.399370689,82.3
141.305B,-0.93,141305000000,10.87,-2.426297939,37.4
133.442B,-0.38,133442000000,12.22,-0.394928289,95.84
126.186B,0.67,126186000000,26.18,0.998063459,67.8
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.741B,-1.67,106741000000,11.43,-0.520703417,319.05
114.856B,-2.26,114856000000,43.72,-0.627272475,358.03
88.986B,-0.63,88986000000,6.28,-1.368672605,45.4
110.419B,-0.12,110419000000,15.62,-0.081081081,147.88
111.861B,-0.27,111861000000,9.89,-0.443422565,60.62
98.868B,-0.28,98868000000,101.2,-0.336215178,83
98.412B,8.97,98412000000,20.35,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
215.765B,-0.31,215765000000,8.11,-1.131799927,27.08
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.039B,1.44,201039000000,5.18,6.112054329,25
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.213B,0.06,151213000000,6.79,0.160213618,37.51
139.263B,-0.35,139263000000,14.31,-0.423574973,82.28
141.305B,-0.92,141305000000,10.87,-2.399582681,37.42
133.47B,-0.41,133470000000,12.23,-0.426106838,95.81
126.186B,0.67,126186000000,26.18,0.998063459,67.8
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.856B,-2.26,114856000000,43.72,-0.627272475,358.03
89.035B,-0.63,89035000000,6.28,-1.368672605,45.4
110.419B,-0.12,110419000000,15.62,-0.081081081,147.88
111.861B,-0.24,111861000000,9.89,-0.394153391,60.65
98.892B,-0.28,98892000000,101.22,-0.336215178,83
98.484B,8.97,98484000000,20.37,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.94B,1.32,88940000000,13.33,2.765556254,49.05
248.946B,0.05,248946000000,5.75,0.248138958,20.2
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.015B,1.45,201015000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.212B,-0.36,139212000000,14.31,-0.435677115,82.27
141.343B,-0.92,141343000000,10.88,-2.399582681,37.42
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.223B,0.69,126223000000,26.19,1.027856398,67.82
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.856B,-2.26,114856000000,43.72,-0.627272475,358.03
89.025B,-0.64,89025000000,6.28,-1.390397567,45.39
110.419B,-0.12,110419000000,15.62,-0.081081081,147.88
111.919B,-0.24,111919000000,9.89,-0.394153391,60.65
98.886B,-0.28,98886000000,101.21,-0.336215178,83
98.484B,8.97,98484000000,20.37,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.936B,1.32,88936000000,13.33,2.765556254,49.05
89.234B,0,89234000000,28.18,0,180.37
239.34B,0.12,239340000000,5.73,0.599101348,20.15
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.015B,1.45,201015000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.212B,-0.37,139212000000,14.31,-0.447779257,82.26
141.343B,-0.92,141343000000,10.88,-2.400208714,37.41
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.223B,0.68,126223000000,26.19,1.012959928,67.81
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.856B,-2.48,114856000000,43.72,-0.688334397,357.81
89.025B,-0.63,89025000000,6.28,-1.368672605,45.4
110.419B,-0.12,110419000000,15.62,-0.081081081,147.88
111.9B,-0.25,111900000000,9.89,-0.410576449,60.64
98.856B,-0.34,98856000000,101.18,-0.408261287,82.94
98.484B,8.97,98484000000,20.37,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.932B,1.33,88932000000,13.33,2.786507438,49.06
89.234B,-0.05,89234000000,28.18,-0.027720796,180.32
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
240.083B,-0.01,240083000000,5.91,-0.048146365,20.76
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.015B,1.45,201015000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.06,151233000000,6.8,0.160213618,37.51
139.204B,-0.35,139204000000,14.31,-0.423574973,82.28
141.324B,-0.93,141324000000,10.88,-2.426297939,37.4
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.205B,0.68,126205000000,26.18,1.012959928,67.81
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.785B,-2.54,114785000000,43.69,-0.704968082,357.76
89.025B,-0.64,89025000000,6.28,-1.390397567,45.39
110.356B,-0.2,110356000000,15.61,-0.135144267,147.79
111.9B,-0.24,111900000000,9.89,-0.394153391,60.65
98.821B,-0.34,98821000000,101.15,-0.408261287,82.94
98.484B,8.97,98484000000,20.37,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.945B,1.33,88945000000,13.33,2.786507438,49.06
89.208B,-0.05,89208000000,28.18,-0.027720796,180.32
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
82.668B,-1.79,82668000000,15.85,-0.888822682,199.6
245.281B,-0.03,245281000000,6.98,-0.122100122,24.54
201.015B,1.45,201015000000,5.18,6.154499151,25.01
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.233B,0.05,151233000000,6.8,0.133511348,37.5
139.246B,-0.34,139246000000,14.31,-0.411472831,82.29
141.305B,-0.93,141305000000,10.87,-2.426297939,37.4
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.205B,0.68,126205000000,26.18,1.012959928,67.81
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.768B,-2.54,114768000000,43.68,-0.704968082,357.76
89.035B,-0.63,89035000000,6.28,-1.368672605,45.4
110.356B,-0.2,110356000000,15.61,-0.135144267,147.79
111.919B,-0.24,111919000000,9.89,-0.394153391,60.65
98.821B,-0.34,98821000000,101.15,-0.408261287,82.94
98.484B,8.97,98484000000,20.37,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.945B,1.33,88945000000,13.33,2.786507438,49.06
89.208B,-0.05,89208000000,28.18,-0.027720796,180.32
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
82.668B,-1.79,82668000000,15.85,-0.888822682,199.6
66.271B,-0.03,66271000000,3.16,-0.120578778,24.85
200.937B,1.44,200937000000,5.17,6.112054329,25
186.047B,0.51,186047000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.582B,0.09,143582000000,2.97,0.357142857,25.29
151.193B,0.05,151193000000,6.79,0.133511348,37.5
139.238B,-0.34,139238000000,14.31,-0.411472831,82.29
141.362B,-0.91,141362000000,10.88,-2.374119489,37.42
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.205B,0.68,126205000000,26.18,1.012959928,67.81
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.768B,-2.54,114768000000,43.68,-0.704968082,357.76
89.055B,-0.64,89055000000,6.28,-1.390397567,45.39
110.356B,-0.2,110356000000,15.61,-0.135144267,147.79
111.937B,-0.23,111937000000,9.9,-0.377730333,60.66
98.85B,-0.31,98850000000,101.18,-0.372238232,82.97
98.484B,8.97,98484000000,20.37,1.397152737,650.99
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.99B,1.34,88990000000,13.34,2.807458621,49.07
89.208B,-0.05,89208000000,28.18,-0.027720796,180.32
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
82.668B,-1.79,82668000000,15.85,-0.888822682,199.6
66.271B,-0.03,66271000000,3.16,-0.120578778,24.85
63.275B,0.07,63275000000,0.47,0.287002870,24.46
186.01B,0.51,186010000000,5.22,2.062272543,25.24
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.782B,0.13,143782000000,2.98,0.515873016,25.33
151.193B,0.05,151193000000,6.79,0.133511348,37.5
139.246B,-0.35,139246000000,14.31,-0.423523717,82.29
141.362B,-0.91,141362000000,10.88,-2.374119489,37.42
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.147B,0.65,126147000000,26.17,0.968270520,67.78
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.768B,-2.54,114768000000,43.68,-0.704968082,357.76
89.02B,-0.64,89020000000,6.28,-1.390397567,45.39
110.356B,-0.13,110356000000,15.61,-0.087843773,147.86
111.937B,-0.23,111937000000,9.9,-0.377730333,60.66
98.892B,-0.28,98892000000,101.22,-0.336215178,83
98.472B,8.77,98472000000,20.37,1.366001059,650.79
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.972B,1.33,88972000000,13.33,2.786507438,49.06
89.208B,-0.05,89208000000,28.18,-0.027720796,180.32
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
82.668B,-1.79,82668000000,15.85,-0.888822682,199.6
66.271B,-0.03,66271000000,3.16,-0.120578778,24.85
63.275B,0.07,63275000000,0.47,0.287002870,24.46
80.086B,-0.03,80086000000,19.59,-0.130718954,22.92
182.822B,0.04,182822000000,4.63,0.178970917,22.39
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.782B,0.13,143782000000,2.98,0.515873016,25.33
151.193B,0.05,151193000000,6.79,0.133511348,37.5
139.229B,-0.35,139229000000,14.31,-0.423574973,82.28
141.381B,-0.91,141381000000,10.88,-2.374119489,37.42
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.147B,0.65,126147000000,26.17,0.968270520,67.78
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.768B,-2.54,114768000000,43.68,-0.704968082,357.76
89.02B,-0.63,89020000000,6.28,-1.368672605,45.4
110.408B,-0.13,110408000000,15.61,-0.087843773,147.86
111.937B,-0.23,111937000000,9.9,-0.377730333,60.66
98.892B,-0.28,98892000000,101.22,-0.336215178,83
98.454B,8.91,98454000000,20.36,1.387807233,650.93
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.958B,1.33,88958000000,13.33,2.786507438,49.06
89.208B,-0.05,89208000000,28.18,-0.027720796,180.32
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
82.668B,-1.79,82668000000,15.85,-0.888822682,199.6
66.271B,-0.03,66271000000,3.16,-0.120578778,24.85
63.275B,0.07,63275000000,0.47,0.287002870,24.46
80.086B,-0.03,80086000000,19.59,-0.130718954,22.92
64.83B,-0.01,64830000000,3.19,-0.039872408,25.07
178.136B,1.77,178136000000,235.88,0.155536028,1139.77
143.782B,0.13,143782000000,2.98,0.515873016,25.33
151.193B,0.05,151193000000,6.79,0.133511348,37.5
139.246B,-0.33,139246000000,14.31,-0.399370689,82.3
141.362B,-0.93,141362000000,10.88,-2.426297939,37.4
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.167B,0.66,126167000000,26.17,0.983166989,67.79
122.883B,0.07,122883000000,3.57,0.407925408,17.23
106.798B,-1.67,106798000000,11.44,-0.520703417,319.05
114.83B,-2.38,114830000000,43.71,-0.660578978,357.91
88.996B,-0.64,88996000000,6.28,-1.390397567,45.39
110.378B,-0.19,110378000000,15.61,-0.128387053,147.8
111.953B,-0.22,111953000000,9.9,-0.361307275,60.67
98.892B,-0.28,98892000000,101.22,-0.336215178,83
98.475B,8.91,98475000000,20.37,1.387807233,650.93
94.477B,0.02,94477000000,2.89,0.078678206,25.44
88.954B,1.31,88954000000,13.33,2.744030163,49.05
89.208B,-0.02,89208000000,28.18,-0.011088318,180.35
68.303B,-0.01,68303000000,0.48,-0.040032026,24.97
82.668B,-1.79,82668000000,15.85,-0.888822682,199.6
66.271B,-0.03,66271000000,3.16,-0.120578778,24.85
63.275B,0.07,63275000000,0.47,0.287002870,24.46
80.086B,-0.03,80086000000,19.59,-0.130718954,22.92
64.83B,-0.01,64830000000,3.19,-0.039872408,25.07
79.133B,-0.07,79133000000,94.94,-0.052262207,133.87
143.782B,0.13,143782000000,2.98,0.515873016,25.33
151.193B,0.05,151193000000,6.79,0.133511348,37.5
139.263B,-0.33,139263000000,14.31,-0.399370689,82.3
141.305B,-0.93,141305000000,10.87,-2.426297939,37.4
133.402B,-0.41,133402000000,12.22,-0.426106838,95.81
126.167B,0.66,126167000000,26.17,0.983166989,67.79
122.883B,0.07,122883000000,3.57,0.407925408,17.23
